年,伝票日付,品名,区分,品番,数量,BLｺｰﾄﾞ,BLｸﾞﾙｰﾌﾟ,中分類コード,類別型式,車種,年式,車台No,型式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/12,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/12,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/20,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/20,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/4/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/5/10,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/5/28,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC375,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/5/28,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/6/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/6/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/7,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/21,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC650,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/21,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC300,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/7/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/19,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/19,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/10/25,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC300,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/11/25,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC300,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/11/25,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/28,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC375,1,06550,6550,230,00375-    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/28,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,00375-    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/21,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/21,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/23,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC300,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/23,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC375,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/23,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/23,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/6,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC300,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/5/30,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/12,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC650,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/6/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/1,ｵｲﾙｴﾚﾒﾝﾄ,売上,TO-1212M,1,00012,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/4,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/4,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/7/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/5,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/5,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/8,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/9/29,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/9/29,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/10/3,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/10/3,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/15,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC600,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/11,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/11,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/1/22,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/1/22,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/1,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/1,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC350,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC450,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/27,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC475,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/24,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC400,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/24,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/4/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC425,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/4/16,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/5/1,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/5/1,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC525,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/5/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC500,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/5/2,ｸﾞﾗﾌｧｲﾄﾜｲﾊﾟ-ﾌﾞﾚ-ﾄﾞ,売上,GC550,1,06550,6550,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
